tick,eim_1d
946,0.49852923939531313
947,0.5575699460655459
948,0.49954555549385193
949,0.5176035622550763
950,0.5631443118704966
951,0.5775304511802102
952,0.5848734798352047
953,0.490460319601415
954,0.32823176208465066
955,0.45883538329631435
956,0.5743388015397781
957,0.5867610431904238
958,0.4935701402267172
959,0.4822998139766139
960,0.3707830624140289
961,0.30286877262759493
962,0.4189974201711715
963,0.3897015419984238
964,0.4882841144833858
965,0.46126751432701174
966,0.3035946344920941
967,0.2041094273431745
968,0.31326722654666694
969,0.4690124802659461
970,0.5044227582811187
971,0.5818454346709547
972,0.378975163671615
973,0.1767800750115589
974,0.13581098242503087
975,0.06514857762916404
976,0.17736344087582956
977,0.12609806998650774
978,0.11450227283834757
979,0.22490992062815462
980,0.2787792964569289
981,0.23324553755613686
982,0.17721852684234474
983,0.11579790128421585
984,0.1838788522732182
985,0.16398653433906585
986,0.3117135039327634
987,0.16909587879882548
988,0.23124407350021037
989,0.15223087426660586
990,-0.028045411476743
991,-0.031241389757772464
992,-0.003131524263551566
993,0.20855121089471274
994,0.2017660993313095
995,0.2263011881200181
996,0.26591537272034915
997,0.3239621562100836
998,0.2425782598803381
999,0.24786444939580576
1000,0.41444745562352536
1001,0.4019641560624285
1002,0.4791717975181904
1003,0.4944649116783171
1004,0.383950862694149
1005,0.2968158994071348
1006,0.4296481720145906
1007,0.36559387382124986
1008,0.41580927925788536
1009,0.5058284663332817
1010,0.3874430907267059
1011,0.1761125752622803
1012,0.013402593080225955
1013,-0.013594024573086116
1014,0.06512491759152406
1015,0.0558347155866199
1016,0.23782440675581462
1017,0.18924003912582554
1018,0.28762015262039475
1019,0.26834763552685126
1020,0.33201285566263894
1021,0.2988362726045688
1022,0.15900729793269175
1023,0.07949125155486736
1024,0.22697386685177423
1025,0.3438288557638367
1026,0.2697177253915397
1027,0.2740658952029684
1028,0.4024933543676692
1029,0.5447536553227874
1030,0.5605029291858208
1031,0.5835850941775418
1032,0.47470371203334905
1033,0.35032683208751303
1034,0.2874884169742882
1035,0.13658038988915
1036,0.26494798921702656
1037,0.25484298084000345
1038,0.28016210988460677
1039,0.451484138478047
1040,0.2978102604956385
